"employeeId","employeeNumber","employeeName","employmentStatus","department","jobTitle","userId","username","userStatus","legacyRole","roleBasedCapabilities","allowOverrides","denyOverrides","scopedGrants","projectAssignments","designProjectAssignments","trainingRecords","certifications","legacyP2Certifications","action","capability","hasPermission","activeAuthorizationId","authorizationType","authorizationStatus","scope","effectiveDate","expirationDate","qualificationMethod","evidenceReference","approver","limitations","allowedNow","currentReason","categories"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","QC Inspection","quality.inspection.perform","true","00000000-0000-0000-0000-000000000001","QC_INSPECTION","ACTIVE","P2 / SYN-PART","2026-01-01T00:00:00.000Z","","SYNTHETIC_DEMONSTRATION","SYN-EVIDENCE-001","Synthetic Approver","Synthetic data only","true","Resolved capability quality.inspection.perform under current compatibility behavior; this audit generator does not activate prospective enforcement","CURRENT_ACCESS_DOCUMENTED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Routing Release","routing.release","false","","ROUTING_RELEASE","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Final QC","quality.final_qc.perform","false","","FINAL_QC","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Final Product Release","quality.product_release.approve","false","","FINAL_PRODUCT_RELEASE","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Certificate of Conformance approval","quality.coc.approve","false","","COC_APPROVAL","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Design Review approval","design.review.approve","false","","DESIGN_REVIEW","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Verification approval","design.verification.approve","false","","DESIGN_VERIFICATION","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Validation approval","design.validation.approve","false","","DESIGN_VALIDATION","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Design Authority action","design.authority.act","false","","DESIGN_AUTHORITY","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Engineering Release","engineering.release.create","false","","ENGINEERING_RELEASE","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Engineering Change Request approval","engineering.ecr.approve","false","","ECR_APPROVAL","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Engineering Change Notice approval","engineering.ecn.approve","false","","ECN_APPROVAL","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Production-change approval","production.change.approve","false","","PRODUCTION_CHANGE","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Supplier approval","purchasing.supplier.approve","false","","SUPPLIER_APPROVAL","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Controlled-document approval or release","documents.control.approve","false","","DOCUMENT_RELEASE","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Calibration approval","quality.calibration.approve","false","","CALIBRATION_APPROVAL","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","NCR disposition","quality.ncr.disposition","false","","NCR_DISPOSITION","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Corrective-action approval","quality.capa.approve","false","","CAPA_APPROVAL","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Formal product hold","quality.hold.place","false","","PRODUCT_HOLD","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Formal hold release","quality.hold.release","false","","HOLD_RELEASE","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
"900001","SYN-001","Synthetic Quality Inspector","ACTIVE","Quality","Synthetic Inspector","990001","synthetic-inspector","ACTIVE","QUALITY","quality.inspection.perform","","","quality.inspection.perform:DEPARTMENT:Quality","SYN-PROJECT:QUALITY_REVIEWER","","SYN-TRAINING:COMPLETE","SYN-CERT:CURRENT","","Shipping release or shipment confirmation","shipping.confirm","false","","SHIPPING_CONFIRMATION","","","","","","","","","false","No resolved capability or inactive/unlinked identity","NO_CHANGE_RECOMMENDED"
